Customer ID,Recency,Frequency,Monetary,Average_Order_Value,Average_Basket_Size,Unique_Products,Customer_Lifetime,Purchase_Interval,Transactions_Per_Month,Product_Diversity,Churn
12377,315,4,3426.32,856.58,526.25,129,275,68.75,0.4363636363636364,0.061282660332541566,1
12378,130,2,5416.32,2708.16,1658.0,281,433,216.5,0.13856812933025403,0.08474065138721351,1
12379,82,4,1620.22,405.055,203.75,58,453,113.25,0.26490066225165565,0.07116564417177915,0
12380,22,11,9676.300000000001,879.6636363636364,305.0,156,641,58.27272727272727,0.514820592823713,0.04649776453055142,0
12381,5,5,1845.31,369.062,161.6,70,116,23.2,1.293103448275862,0.08663366336633663,0
12383,185,5,1850.56,370.11199999999997,306.4,84,168,33.6,0.8928571428571429,0.05483028720626632,1
12384,29,2,585.27,292.635,63.0,26,93,46.5,0.6451612903225806,0.20634920634920634,0
12385,379,1,1938.4,1938.4,612.0,65,1,1.0,30.0,0.10620915032679738,1
12386,338,2,401.9,200.95,177.0,10,30,15.0,2.0,0.02824858757062147,1
12387,415,1,143.94,143.94,134.0,9,1,1.0,30.0,0.06716417910447761,1
12388,16,8,3901.11,487.63875,250.125,83,567,70.875,0.4232804232804233,0.04147926036981509,0
12389,403,3,1433.33,477.77666666666664,204.66666666666666,41,254,84.66666666666667,0.3543307086614173,0.06677524429967427,1
12390,80,1,549.84,549.84,353.0,32,1,1.0,30.0,0.0906515580736544,0
12391,22,6,2724.84,454.14000000000004,200.66666666666666,241,642,107.0,0.28037383177570097,0.20016611295681064,0
12392,591,1,234.75000000000003,234.75000000000003,73.0,7,1,1.0,30.0,0.0958904109589041,1
12393,72,6,2399.4500000000003,399.90833333333336,218.5,63,357,59.5,0.5042016806722689,0.04805491990846682,0
12394,64,2,1272.48,636.24,409.5,26,154,77.0,0.3896103896103896,0.031746031746031744,0
12395,19,15,4721.17,314.74466666666666,213.66666666666666,145,584,38.93333333333333,0.7705479452054795,0.0452418096723869,0
12396,674,1,931.43,931.43,591.0,65,1,1.0,30.0,0.10998307952622674,1
12397,36,2,2409.9,1204.95,631.5,110,100,50.0,0.6,0.08709422011084719,0
12398,46,1,1635.6599999999999,1635.6599999999999,1394.0,85,1,1.0,30.0,0.06097560975609756,0
12399,119,7,1962.3,280.3285714285714,314.0,67,526,75.14285714285714,0.3992395437262357,0.030482256596906277,1
12400,414,1,205.25,205.25,91.0,11,1,1.0,30.0,0.12087912087912088,1
12401,303,1,84.3,84.3,11.0,5,1,1.0,30.0,0.45454545454545453,1
12402,323,6,1256.9,209.48333333333335,97.33333333333333,43,348,58.0,0.5172413793103449,0.07363013698630137,1
12403,50,2,1019.36,509.68,130.0,5,472,236.0,0.1271186440677966,0.019230769230769232,0
12404,682,1,63.24,63.24,1.0,1,1,1.0,30.0,1.0,1
12405,149,1,1710.39,1710.39,857.0,54,1,1.0,30.0,0.06301050175029171,1
12406,22,5,6390.36,1278.072,683.2,114,676,135.2,0.22189349112426035,0.03337236533957846,0
12407,50,5,1708.1200000000001,341.624,283.2,57,215,43.0,0.6976744186046512,0.04025423728813559,0
12408,33,8,4340.7699999999995,542.5962499999999,278.625,104,466,58.25,0.5150214592274678,0.04665769403319874,0
12409,79,7,23419.29,3345.612857142857,1877.5714285714287,177,487,69.57142857142857,0.4312114989733059,0.013467244921250857,0
12410,309,3,1013.71,337.90333333333336,113.66666666666667,36,194,64.66666666666667,0.4639175257731959,0.10557184750733138,1
12411,410,1,346.9,346.9,138.0,22,1,1.0,30.0,0.15942028985507245,1
12412,75,6,2596.93,432.82166666666666,332.8333333333333,82,465,77.5,0.3870967741935484,0.041061592388582875,0
12413,67,4,999.45,249.8625,79.75,41,336,84.0,0.35714285714285715,0.12852664576802508,0
12414,217,6,952.41,158.73499999999999,82.5,21,247,41.166666666666664,0.7287449392712552,0.04242424242424243,1
12415,24,28,144458.37,5159.2275,3265.964285714286,498,504,18.0,1.6666666666666665,0.005445777335505812,0
12416,657,1,202.56,202.56,132.0,11,1,1.0,30.0,0.08333333333333333,1
12417,3,20,6797.41,339.8705,144.2,270,731,36.55,0.8207934336525308,0.09361997226074896,0
12418,113,4,2021.2,505.3,272.0,90,518,129.5,0.23166023166023167,0.08272058823529412,1
12419,386,2,503.01,251.505,115.5,23,28,14.0,2.142857142857143,0.09956709956709957,1
12420,64,1,600.39,600.39,345.0,29,1,1.0,30.0,0.08405797101449275,0
12421,16,6,1098.6,183.1,108.66666666666667,44,490,81.66666666666667,0.3673469387755102,0.06748466257668712,0
12422,96,17,5231.8,307.7529411764706,152.7058823529412,137,626,36.8235294117647,0.8146964856230032,0.052773497688751926,1
12423,1,10,2622.39,262.239,179.3,128,466,46.6,0.6437768240343348,0.07138873396542109,0
12424,163,4,3340.03,835.0075,506.25,78,386,96.5,0.31088082901554404,0.03851851851851852,1
12425,78,2,1741.41,870.705,573.5,87,371,185.5,0.16172506738544473,0.07585004359197908,0
12426,195,2,1345.21,672.605,292.0,73,469,234.5,0.1279317697228145,0.125,1
12427,22,3,825.8,275.26666666666665,177.66666666666666,26,350,116.66666666666667,0.2571428571428572,0.04878048780487805,0
12428,26,9,7956.46,884.0511111111111,392.8888888888889,258,258,28.666666666666668,1.0465116279069768,0.07296380090497738,0
12429,9,8,6204.41,775.55125,361.25,124,538,67.25,0.44609665427509293,0.042906574394463666,0
12430,43,1,256.4,256.4,117.0,11,1,1.0,30.0,0.09401709401709402,0
12431,36,27,10432.22,386.3785185185185,170.37037037037038,244,659,24.40740740740741,1.229135053110774,0.05304347826086957,0
12432,43,5,5059.32,1011.8639999999999,360.2,107,130,26.0,1.153846153846154,0.05941143808995003,0
12433,1,10,16794.14,1679.414,1353.4,285,477,47.7,0.6289308176100629,0.021058075956849415,0
12434,85,3,1103.43,367.81,177.33333333333334,62,297,99.0,0.30303030303030304,0.11654135338345864,0
12435,80,6,13925.93,2320.9883333333332,826.3333333333334,88,658,109.66666666666667,0.2735562310030395,0.017749092375958047,0
12436,100,1,509.01,509.01,211.0,16,1,1.0,30.0,0.07582938388625593,1
12437,2,39,12683.4,325.2153846153846,205.12820512820514,273,736,18.871794871794872,1.589673913043478,0.034125,0
12438,14,2,2906.85,1453.425,590.0,84,126,63.0,0.47619047619047616,0.0711864406779661,0
12439,683,2,1142.88,571.44,239.0,69,44,22.0,1.3636363636363638,0.14435146443514643,1
12440,462,2,859.2,429.6,165.5,21,256,128.0,0.234375,0.0634441087613293,1
12441,367,1,173.55,173.55,121.0,11,1,1.0,30.0,0.09090909090909091,1
12442,3,1,172.06,172.06,182.0,12,1,1.0,30.0,0.06593406593406594,0
12443,732,1,485.31,485.31,182.0,21,1,1.0,30.0,0.11538461538461539,1
12444,21,5,5005.46,1001.092,230.6,138,150,30.0,1.0,0.1196877710320902,0
12445,22,2,434.98,217.49,103.0,24,399,199.5,0.15037593984962405,0.11650485436893204,0
12446,58,1,1002.3100000000001,1002.3100000000001,351.0,57,1,1.0,30.0,0.1623931623931624,0
12447,243,1,476.49,476.49,190.0,26,1,1.0,30.0,0.1368421052631579,1
12448,44,1,449.45,449.45,243.0,22,1,1.0,30.0,0.09053497942386832,0
12449,22,6,4835.89,805.9816666666667,380.3333333333333,125,417,69.5,0.4316546762589928,0.054776511831726556,0
12450,156,5,688.2,137.64000000000001,88.4,31,319,63.8,0.4702194357366771,0.07013574660633484,1
12451,11,8,12669.88,1583.735,1169.875,352,519,64.875,0.4624277456647399,0.037610855860668875,0
12452,17,2,430.57,215.285,92.5,21,1,0.5,60.0,0.11351351351351352,0
12453,134,1,707.09,707.09,473.0,43,1,1.0,30.0,0.09090909090909091,1
12454,56,5,16679.78,3335.9559999999997,1540.6,24,365,73.0,0.4109589041095891,0.0031156692197844994,0
12455,73,10,5879.95,587.995,330.2,199,649,64.9,0.4622496147919877,0.06026650514839491,0
12456,44,3,3181.04,1060.3466666666666,544.3333333333334,105,211,70.33333333333333,0.4265402843601896,0.06429883649724434,0
12457,66,8,2995.91,374.48875,136.75,63,369,46.125,0.6504065040650406,0.05758683729433273,0
12458,71,4,1777.49,444.3725,246.5,71,417,104.25,0.28776978417266186,0.0720081135902637,0
12459,605,1,454.36,454.36,258.0,23,1,1.0,30.0,0.08914728682170543,1
12460,456,1,326.65,326.65,170.0,18,1,1.0,30.0,0.10588235294117647,1
12461,94,2,826.88,413.44,143.5,35,61,30.5,0.9836065573770493,0.12195121951219512,1
12462,19,2,1189.59,594.795,268.0,51,285,142.5,0.21052631578947367,0.09514925373134328,0
12463,53,4,1344.78,336.195,194.0,65,189,47.25,0.6349206349206349,0.08376288659793814,0
12464,10,8,1212.05,151.50625,14.0,6,300,37.5,0.8,0.05357142857142857,0
12465,17,2,742.1899999999999,371.09499999999997,239.5,46,153,76.5,0.3921568627450981,0.09603340292275574,0
12466,682,1,56.73,56.73,1.0,1,1,1.0,30.0,1.0,1
12467,423,1,132.8,132.8,129.0,9,1,1.0,30.0,0.06976744186046512,1
12468,188,5,3670.74,734.1479999999999,440.2,127,496,99.2,0.30241935483870963,0.05770104497955475,1
12469,523,2,3070.54,1535.27,1276.0,76,15,7.5,4.0,0.029780564263322883,1
12470,690,1,211.95,211.95,95.0,23,1,1.0,30.0,0.24210526315789474,1
12471,2,79,39918.19,505.2935443037975,213.39240506329114,255,731,9.253164556962025,3.2421340629274966,0.015126349507652154,0
12472,32,19,16249.289999999999,855.2257894736841,546.2105263157895,397,694,36.526315789473685,0.8213256484149856,0.038253998843707844,0
12473,29,5,3928.0499999999997,785.6099999999999,482.8,140,163,32.6,0.920245398773006,0.0579950289975145,0
12474,17,31,12372.75,399.1209677419355,256.1290322580645,369,650,20.967741935483872,1.4307692307692308,0.0464735516372796,0
12475,54,2,1149.64,574.82,385.5,54,357,178.5,0.1680672268907563,0.07003891050583658,0
12476,16,23,14083.91,612.3439130434782,244.82608695652175,358,487,21.17391304347826,1.4168377823408624,0.06357662937311312,0
12477,23,9,20276.37,2252.93,679.8888888888889,295,601,66.77777777777777,0.4492512479201331,0.04821049191044288,0
12478,4,1,680.99,680.99,236.0,36,1,1.0,30.0,0.15254237288135594,0
12479,11,1,527.2,527.2,385.0,31,1,1.0,30.0,0.08051948051948052,0
12480,28,7,5464.85,780.6928571428572,421.7142857142857,177,480,68.57142857142857,0.4375,0.059959349593495935,0
12481,23,15,12185.51,812.3673333333334,477.2,248,585,39.0,0.7692307692307693,0.03464654931545124,0
12482,576,29,23691.4,816.944827586207,932.4827586206897,42,78,2.689655172413793,11.153846153846153,0.0015531395606833815,1
12483,17,19,5097.18,268.27263157894737,113.6842105263158,68,661,34.78947368421053,0.8623298033282905,0.03148148148148148,0
12484,33,12,6354.1,529.5083333333333,272.1666666666667,329,649,54.083333333333336,0.5546995377503853,0.10073484384568279,0
12485,529,1,708.1,708.1,414.0,34,1,1.0,30.0,0.0821256038647343,1
12486,432,1,1037.28,1037.28,523.0,49,1,1.0,30.0,0.09369024856596558,1
12487,731,1,285.29999999999995,285.29999999999995,174.0,2,1,1.0,30.0,0.011494252873563218,1
12488,10,3,1298.66,432.8866666666667,176.33333333333334,46,66,22.0,1.3636363636363635,0.08695652173913043,0
12489,336,1,334.93,334.93,105.0,15,1,1.0,30.0,0.14285714285714285,1
12490,5,21,9823.64,467.79238095238094,281.23809523809524,195,734,34.95238095238095,0.8583106267029973,0.033017270572299355,0
12491,39,1,460.40000000000003,460.40000000000003,260.0,25,1,1.0,30.0,0.09615384615384616,0
12492,63,3,715.21,238.40333333333334,148.0,38,341,113.66666666666667,0.26392961876832843,0.08558558558558559,0
12493,166,2,433.74,216.87,103.5,20,32,16.0,1.875,0.0966183574879227,1
12494,16,9,1815.27,201.69666666666666,108.77777777777777,83,561,62.333333333333336,0.4812834224598931,0.08478038815117467,0
12495,641,1,357.4,357.4,130.0,17,1,1.0,30.0,0.13076923076923078,1
12496,620,2,45.34,22.67,15.0,10,1,0.5,60.0,0.3333333333333333,1
12497,82,3,6248.5,2082.8333333333335,1895.0,41,564,188.0,0.15957446808510636,0.007211961301671064,0
12498,21,3,403.70000000000005,134.5666666666667,53.0,21,37,12.333333333333334,2.4324324324324325,0.1320754716981132,0
12499,560,1,393.72,393.72,302.0,27,1,1.0,30.0,0.08940397350993377,1
12500,23,19,5955.21,313.4321052631579,177.73684210526315,88,651,34.26315789473684,0.8755760368663594,0.026058631921824105,0
12501,337,1,2169.39,2169.39,1783.0,149,1,1.0,30.0,0.08356702187324734,1
12502,96,5,3723.87,744.774,164.0,102,215,43.0,0.6976744186046512,0.12439024390243902,1
12503,584,1,1126.0,1126.0,561.0,2,1,1.0,30.0,0.0035650623885918,1
12504,18,4,779.05,194.7625,114.5,11,579,144.75,0.20725388601036268,0.024017467248908297,0
12505,409,1,955.2,955.2,324.0,42,1,1.0,30.0,0.12962962962962962,1
12506,233,1,73.5,73.5,23.0,23,1,1.0,30.0,1.0,1
12507,134,4,1844.06,461.015,314.0,46,451,112.75,0.2660753880266075,0.03662420382165605,1
12508,26,2,397.88,198.94,135.5,57,3,1.5,20.0,0.21033210332103322,0
12509,284,1,176.5,176.5,55.0,7,1,1.0,30.0,0.12727272727272726,1
12510,143,9,5178.02,575.3355555555556,227.66666666666666,94,593,65.88888888888889,0.45531197301854975,0.04587603709126403,1
12511,429,1,3084.02,3084.02,1753.0,190,1,1.0,30.0,0.10838562464346833,1
12512,66,2,132.18,66.09,48.0,31,1,0.5,60.0,0.3229166666666667,0
12513,113,1,612.29,612.29,462.0,35,1,1.0,30.0,0.07575757575757576,1
12514,267,2,1597.76,798.88,420.0,76,375,187.5,0.16,0.09047619047619047,1
12515,353,1,383.7,383.7,131.0,16,1,1.0,30.0,0.12213740458015267,1
12516,78,4,2648.62,662.155,488.0,49,522,130.5,0.2298850574712644,0.025102459016393443,0
12517,28,5,2481.6,496.32,272.2,232,162,32.4,0.9259259259259258,0.1704628949301984,0
12518,1,5,2056.89,411.378,263.6,84,110,22.0,1.3636363636363638,0.0637329286798179,0
12519,64,2,716.54,358.27,193.5,34,414,207.0,0.14492753623188406,0.08785529715762273,0
12520,79,5,2634.26,526.8520000000001,287.8,121,195,39.0,0.7692307692307693,0.08408617095205004,0
12521,143,1,599.68,599.68,309.0,38,1,1.0,30.0,0.12297734627831715,1
12522,39,2,192.72,96.36,97.0,11,13,6.5,4.615384615384615,0.05670103092783505,0
12523,19,23,4352.35,189.2326086956522,98.3913043478261,176,713,31.0,0.967741935483871,0.07777286787450287,0
12524,9,17,11126.11,654.4770588235294,422.2352941176471,157,661,38.88235294117647,0.7715582450832073,0.021872387851769294,0
12525,498,3,973.73,324.57666666666665,169.66666666666666,56,150,50.0,0.6,0.1100196463654224,1
12526,1,3,1316.66,438.8866666666667,210.66666666666666,64,94,31.333333333333332,0.9574468085106383,0.10126582278481013,0
12527,82,5,735.51,147.102,105.2,26,448,89.6,0.33482142857142855,0.049429657794676805,0
12528,9,6,1933.48,322.24666666666667,126.0,50,304,50.666666666666664,0.5921052631578948,0.06613756613756613,0
12529,528,1,316.48,316.48,192.0,21,1,1.0,30.0,0.109375,1
12530,60,9,3759.26,417.6955555555556,301.44444444444446,94,583,64.77777777777777,0.4631217838765008,0.034647991153704386,0
12531,15,2,1933.2,966.6,559.5,126,672,336.0,0.08928571428571429,0.1126005361930295,0
12532,30,1,349.83000000000004,349.83000000000004,153.0,16,1,1.0,30.0,0.10457516339869281,0
12533,628,2,1367.89,683.945,352.0,63,111,55.5,0.5405405405405405,0.08948863636363637,1
12534,131,1,1089.18,1089.18,651.0,63,1,1.0,30.0,0.0967741935483871,1
12535,92,2,716.35,358.175,109.5,28,95,47.5,0.6315789473684211,0.1278538812785388,1
12536,43,3,12601.830000000002,4200.610000000001,934.3333333333334,260,16,5.333333333333333,5.625,0.09275775954334642,0
12537,409,1,732.94,732.94,449.0,43,1,1.0,30.0,0.0957683741648107,1
12538,29,2,640.45,320.225,168.0,33,350,175.0,0.17142857142857143,0.09821428571428571,0
12539,22,7,11214.75,1602.107142857143,647.8571428571429,276,695,99.28571428571429,0.302158273381295,0.06085997794928335,0
12540,20,33,22254.49,674.3784848484848,333.90909090909093,354,713,21.606060606060606,1.388499298737728,0.032126327252926766,0
12541,30,3,981.18,327.06,226.66666666666666,46,252,84.0,0.35714285714285715,0.06764705882352941,0
12542,484,2,481.88,240.94,261.0,39,157,78.5,0.38216560509554137,0.07471264367816093,1
12543,448,1,980.25,980.25,688.0,43,1,1.0,30.0,0.0625,1
12544,36,1,372.7,372.7,136.0,19,1,1.0,30.0,0.13970588235294118,0
12545,75,2,1000.39,500.195,261.5,42,185,92.5,0.3243243243243243,0.08030592734225621,0
12546,47,2,1161.5,580.75,316.5,59,32,16.0,1.875,0.09320695102685624,0
12547,198,3,383.58,127.86,103.0,13,303,101.0,0.297029702970297,0.042071197411003236,1
12548,166,1,95.19999999999999,95.19999999999999,49.0,5,1,1.0,30.0,0.10204081632653061,1
12549,576,6,1575.68,262.61333333333334,227.66666666666666,38,122,20.333333333333332,1.4754098360655739,0.027818448023426062,1
12550,79,1,964.83,964.83,569.0,57,1,1.0,30.0,0.10017574692442882,0
12551,358,1,168.0,168.0,100.0,10,1,1.0,30.0,0.1,1
12552,39,2,437.82,218.91,44.0,20,1,0.5,60.0,0.22727272727272727,0
12553,8,12,4608.75,384.0625,193.75,109,416,34.666666666666664,0.8653846153846153,0.04688172043010753,0
12554,449,1,468.5,468.5,240.0,26,1,1.0,30.0,0.10833333333333334,1
12555,682,1,129.23,129.23,1.0,1,1,1.0,30.0,1.0,1
12556,50,2,599.56,299.78,177.5,100,101,50.5,0.594059405940594,0.28169014084507044,0
12557,16,8,18096.14,2262.0175,797.75,15,707,88.375,0.33946251768033947,0.0023503603885929175,0
12558,8,1,269.96,269.96,196.0,11,1,1.0,30.0,0.05612244897959184,0
12559,311,2,561.71,280.855,141.5,21,9,4.5,6.666666666666667,0.07420494699646643,1
12560,5,3,2134.01,711.3366666666667,370.0,91,138,46.0,0.6521739130434783,0.08198198198198198,0
12561,303,1,238.85,238.85,177.0,16,1,1.0,30.0,0.0903954802259887,1
12562,8,9,4966.92,551.88,258.55555555555554,113,428,47.55555555555556,0.6308411214953271,0.048560378169316715,0
12563,409,1,249.24,249.24,113.0,13,1,1.0,30.0,0.11504424778761062,1
12564,261,1,456.9,456.9,133.0,21,1,1.0,30.0,0.15789473684210525,1
12565,289,1,145.92,145.92,80.0,9,1,1.0,30.0,0.1125,1
12566,86,1,351.65,351.65,265.0,19,1,1.0,30.0,0.07169811320754717,0
12567,23,15,11767.48,784.4986666666666,353.8666666666667,365,645,43.0,0.6976744186046512,0.06876412961567445,0
12568,645,1,70.0,70.0,48.0,5,1,1.0,30.0,0.10416666666666667,1
12569,2,32,4124.69,128.8965625,56.28125,92,251,7.84375,3.824701195219123,0.05108273181565797,0
12570,682,1,77.52,77.52,1.0,1,1,1.0,30.0,1.0,1
12571,40,2,519.61,259.805,261.5,31,82,41.0,0.7317073170731707,0.05927342256214149,0
12572,9,2,1020.42,510.21,226.0,53,44,22.0,1.3636363636363638,0.1172566371681416,0
12573,227,5,717.41,143.482,95.8,107,238,47.6,0.6302521008403361,0.22338204592901878,1
12574,316,1,218.45,218.45,61.0,11,1,1.0,30.0,0.18032786885245902,1
12575,457,2,622.8199999999999,311.40999999999997,157.5,34,70,35.0,0.8571428571428571,0.10793650793650794,1
12576,36,8,2142.72,267.84,186.75,114,491,61.375,0.48879837067209775,0.07630522088353414,0
12577,35,8,1617.1,202.1375,148.875,259,701,87.625,0.34236804564907275,0.2174643157010915,0
12578,21,4,4642.45,1160.6125,595.0,149,423,105.75,0.28368794326241137,0.06260504201680672,0
12579,78,1,440.42,440.42,285.0,29,1,1.0,30.0,0.10175438596491228,0
12580,247,2,1052.9,526.45,284.5,52,330,165.0,0.18181818181818182,0.0913884007029877,1
12581,40,1,197.71,197.71,161.0,15,1,1.0,30.0,0.09316770186335403,0
12582,239,4,1980.4,495.1,246.25,88,339,84.75,0.35398230088495575,0.08934010152284264,1
12583,3,27,13591.58,503.39185185185187,316.1111111111111,141,731,27.074074074074073,1.1080711354309165,0.016520210896309315,0
12584,4,9,2338.15,259.7944444444445,46.22222222222222,44,277,30.77777777777778,0.9747292418772564,0.10576923076923077,0
12585,234,2,2040.1,1020.05,639.5,77,118,59.0,0.5084745762711864,0.060203283815480846,1
12586,17,4,2062.67,515.6675,171.75,82,707,176.75,0.16973125884016974,0.11935953420669577,0
12587,8,1,144.0,144.0,51.0,4,1,1.0,30.0,0.0784313725490196,0
12588,39,4,958.78,239.695,109.5,31,559,139.75,0.21466905187835422,0.07077625570776255,0
12589,29,8,4695.66,586.9575,220.5,121,661,82.625,0.3630862329803328,0.06859410430839002,0
12590,211,2,9864.26,4932.13,2141.5,68,1,0.5,60.0,0.015876721923885128,1
12591,317,3,1338.95,446.31666666666666,217.66666666666666,63,92,30.666666666666668,0.9782608695652173,0.09647779479326186,1
12592,92,5,2582.66,516.5319999999999,375.0,42,428,85.6,0.35046728971962615,0.0224,1
12593,109,3,418.09999999999997,139.36666666666665,68.66666666666667,14,111,37.0,0.8108108108108107,0.06796116504854369,1
12594,38,15,5090.110000000001,339.3406666666667,184.53333333333333,78,609,40.6,0.7389162561576355,0.028179190751445087,0
12595,505,1,299.02,299.02,271.0,19,1,1.0,30.0,0.07011070110701106,1
12596,51,2,618.27,309.135,237.0,25,191,95.5,0.31413612565445026,0.052742616033755275,0
12597,19,4,3811.22,952.805,559.0,184,249,62.25,0.48192771084337344,0.08228980322003578,0
12598,10,11,4534.09,412.19,264.1818181818182,130,640,58.18181818181818,0.515625,0.044735030970406056,0
12599,29,13,2296.72,176.67076923076922,168.3846153846154,47,549,42.23076923076923,0.7103825136612022,0.02147099132023755,0
12600,29,21,4967.42,236.54380952380953,65.85714285714286,53,704,33.523809523809526,0.8948863636363636,0.038322487346348515,0
12601,190,6,681.26,113.54333333333334,48.333333333333336,24,215,35.833333333333336,0.8372093023255813,0.08275862068965517,1
12602,59,1,153.12,153.12,162.0,12,1,1.0,30.0,0.07407407407407407,0
12603,22,1,739.1999999999999,739.1999999999999,63.0,2,1,1.0,30.0,0.031746031746031744,0
12604,79,2,254.18,127.09,100.5,15,183,91.5,0.3278688524590164,0.07462686567164178,0
12605,376,4,1232.95,308.2375,232.25,63,82,20.5,1.4634146341463414,0.06781485468245425,1
12606,682,1,21.0,21.0,1.0,1,1,1.0,30.0,1.0,1
12607,60,1,1579.51,1579.51,1228.0,101,1,1.0,30.0,0.08224755700325732,0
12608,405,1,415.79,415.79,323.0,16,1,1.0,30.0,0.04953560371517028,1
12609,78,9,3435.86,381.76222222222225,172.55555555555554,129,642,71.33333333333333,0.42056074766355145,0.08306503541532517,0
12610,23,5,2099.54,419.908,209.8,85,104,20.8,1.4423076923076923,0.08102955195424213,0
12611,52,1,1193.32,1193.32,846.0,65,1,1.0,30.0,0.0768321513002364,0
12612,74,1,704.0400000000001,704.0400000000001,262.0,19,1,1.0,30.0,0.07251908396946564,0
12613,57,10,6817.37,681.737,415.7,218,669,66.9,0.44843049327354256,0.05244166466201588,0
12614,278,1,315.6,315.6,76.0,20,1,1.0,30.0,0.2631578947368421,1
12615,2,8,5740.98,717.6225,414.625,198,630,78.75,0.38095238095238093,0.059692493216762135,0
12616,95,3,1131.1,377.0333333333333,166.0,32,294,98.0,0.3061224489795918,0.0642570281124498,1
12617,29,1,352.98,352.98,210.0,39,1,1.0,30.0,0.18571428571428572,0
12618,22,1,177.31,177.31,96.0,11,1,1.0,30.0,0.11458333333333333,0
12619,16,10,3781.38,378.13800000000003,351.8,55,545,54.5,0.5504587155963302,0.015633882888004547,0
12620,15,3,1339.41,446.47,393.6666666666667,89,190,63.333333333333336,0.4736842105263158,0.07535986452159187,0
12621,2,35,24311.2,694.6057142857143,391.6,344,667,19.057142857142857,1.5742128935532234,0.025098497008609368,0
12622,232,1,180.1,180.1,69.0,11,1,1.0,30.0,0.15942028985507245,1
12623,276,7,3747.84,535.4057142857143,281.57142857142856,112,421,60.142857142857146,0.498812351543943,0.056823947234906136,1
12624,106,2,641.13,320.565,177.5,36,72,36.0,0.8333333333333334,0.10140845070422536,1
12625,212,4,5164.88,1291.22,827.25,144,385,96.25,0.3116883116883117,0.043517679057116954,1
12626,23,9,6620.48,735.6088888888888,383.6666666666667,232,304,33.77777777777778,0.8881578947368421,0.06718795250506805,0
12627,11,7,4478.53,639.79,393.14285714285717,162,130,18.571428571428573,1.6153846153846154,0.05886627906976744,0
